Team Name,Against Team,Date,Home Team,Away Team,FT,HT,HTFT,ATFT,HTHT,ATHT,Result,Half-Time Result,Half-Time leading team Win?,MainTeamW_L,MainTeamW_LBin,HTWL,ATWL,HTWS,ATWS,HTBS,ATBS,HTTR,ATTR,Grouped Team Rating,Against Team Rating,Home Team Rating,Away Team Rating,MatchFixtureRating
Chelsea,Hull,18-08-2013,Chelsea,Hull,2-0,2-0,2,0,2,0,Chelsea,Chelsea,Yes,W,2,W,L,3,0,7,0,10,0,6.53550,2.02632,6.07692,1.69474,10
Crystal Palace,Tottenham,18-08-2013,Crystal Palace,Tottenham,0-1,0-0,0,1,0,0,Tottenham,Draw,Draw,L,0,L,W,0,8,0,1,0,9,2.77273,4.57396,2.64545,4.36391,-9
Hull,Chelsea,18-08-2013,Chelsea,Hull,2-0,2-0,2,0,2,0,Chelsea,Chelsea,Yes,L,0,W,L,3,0,7,0,10,0,2.02632,6.53550,6.07692,1.69474,-10
Tottenham,Crystal Palace,18-08-2013,Crystal Palace,Tottenham,0-1,0-0,0,1,0,0,Tottenham,Draw,Draw,W,2,L,W,0,8,0,1,0,9,4.57396,2.77273,2.64545,4.36391,9
Man City,Newcastle,19-08-2013,Man City,Newcastle,4-0,2-0,4,0,2,0,Man City,Man City,Yes,W,2,W,L,3,0,9,0,12,0,5.22763,3.47167,5.35737,3.16000,12
Newcastle,Man City,19-08-2013,Man City,Newcastle,4-0,2-0,4,0,2,0,Man City,Man City,Yes,L,0,W,L,3,0,9,0,12,0,3.47167,5.22763,5.35737,3.16000,-12
Aston Villa,Chelsea,21-08-2013,Chelsea,Aston Villa,2-1,1-1,2,1,1,1,Chelsea,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.27303,6.53550,6.07692,3.39474,-4
Chelsea,Aston Villa,21-08-2013,Chelsea,Aston Villa,2-1,1-1,2,1,1,1,Chelsea,Draw,Draw,W,2,W,L,3,0,1,0,4,0,6.53550,3.27303,6.07692,3.39474,4
Arsenal,Fulham,24-08-2013,Fulham,Arsenal,1-3,0-2,1,3,0,2,Arsenal,Arsenal,Yes,W,2,L,W,0,8,0,7,0,15,6.11391,3.00810,3.75709,6.36982,15
Aston Villa,Liverpool,24-08-2013,Aston Villa,Liverpool,0-1,0-1,0,1,0,1,Liverpool,Liverpool,Yes,L,0,L,W,0,8,0,6,0,14,3.27303,5.61095,3.15132,5.82840,-14
Crystal Palace,Stoke,24-08-2013,Stoke,Crystal Palace,2-1,0-1,2,1,0,1,Stoke,Crystal Palace,No,L,0,W,L,3,0,1,0,4,0,2.77273,2.95148,3.43784,2.90000,-4
Everton,West Brom,24-08-2013,Everton,West Brom,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.77663,2.36830,4.08876,2.18304,0
Fulham,Arsenal,24-08-2013,Fulham,Arsenal,1-3,0-2,1,3,0,2,Arsenal,Arsenal,Yes,L,0,L,W,0,8,0,7,0,15,3.00810,6.11391,3.75709,6.36982,-15
Hull,Norwich,24-08-2013,Hull,Norwich,1-0,1-0,1,0,1,0,Hull,Hull,Yes,W,2,W,L,3,0,6,0,9,0,2.02632,2.27368,2.35789,1.77895,9
Liverpool,Aston Villa,24-08-2013,Aston Villa,Liverpool,0-1,0-1,0,1,0,1,Liverpool,Liverpool,Yes,W,2,L,W,0,8,0,6,0,14,5.61095,3.27303,3.15132,5.82840,14
Newcastle,West Ham,24-08-2013,Newcastle,West Ham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.47167,3.20641,3.78333,3.03901,0
Norwich,Hull,24-08-2013,Hull,Norwich,1-0,1-0,1,0,1,0,Hull,Hull,Yes,L,0,W,L,3,0,6,0,9,0,2.27368,2.02632,2.35789,1.77895,-9
Southampton,Sunderland,24-08-2013,Southampton,Sunderland,1-1,0-1,1,1,0,1,Draw,Sunderland,No,D,1,D,D,1,1,0,0,1,1,3.30000,2.46805,3.46117,2.35714,0
Stoke,Crystal Palace,24-08-2013,Stoke,Crystal Palace,2-1,0-1,2,1,0,1,Stoke,Crystal Palace,No,W,2,W,L,3,0,1,0,4,0,2.95148,2.77273,3.43784,2.90000,4
Sunderland,Southampton,24-08-2013,Southampton,Sunderland,1-1,0-1,1,1,0,1,Draw,Sunderland,No,D,1,D,D,1,1,0,0,1,1,2.46805,3.30000,3.46117,2.35714,0
West Brom,Everton,24-08-2013,Everton,West Brom,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.36830,3.77663,4.08876,2.18304,0
West Ham,Newcastle,24-08-2013,Newcastle,West Ham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.20641,3.47167,3.78333,3.03901,0
Cardiff,Man City,25-08-2013,Cardiff,Man City,3-2,0-0,3,2,0,0,Cardiff,Draw,Draw,W,2,W,L,3,0,1,0,4,0,1.39474,5.22763,1.63158,5.09748,4
Man City,Cardiff,25-08-2013,Cardiff,Man City,3-2,0-0,3,2,0,0,Cardiff,Draw,Draw,L,0,W,L,3,0,1,0,4,0,5.22763,1.39474,1.63158,5.09748,-4
Swansea,Tottenham,25-08-2013,Tottenham,Swansea,1-0,0-0,1,0,0,0,Tottenham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.13566,4.57396,4.78402,3.08527,-4
Tottenham,Swansea,25-08-2013,Tottenham,Swansea,1-0,0-0,1,0,0,0,Tottenham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,4.57396,3.13566,4.78402,3.08527,4
Chelsea,Man United,26-08-2013,Man United,Chelsea,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.53550,6.81657,6.56509,6.99408,0
Man United,Chelsea,26-08-2013,Man United,Chelsea,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.81657,6.53550,6.56509,6.99408,0
Cardiff,Everton,31-08-2013,Cardiff,Everton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.39474,3.77663,1.63158,3.46450,0
Crystal Palace,Sunderland,31-08-2013,Crystal Palace,Sunderland,3-1,1-0,3,1,1,0,Crystal Palace,Crystal Palace,Yes,W,2,W,L,3,0,7,0,10,0,2.77273,2.46805,2.64545,2.35714,10
Everton,Cardiff,31-08-2013,Cardiff,Everton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.77663,1.39474,1.63158,3.46450,0
Fulham,Newcastle,31-08-2013,Newcastle,Fulham,1-0,0-0,1,0,0,0,Newcastle,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.00810,3.47167,3.78333,2.25911,-4
Hull,Man City,31-08-2013,Man City,Hull,2-0,0-0,2,0,0,0,Man City,Draw,Draw,L,0,W,L,3,0,2,0,5,0,2.02632,5.22763,5.35737,1.69474,-5
Man City,Hull,31-08-2013,Man City,Hull,2-0,0-0,2,0,0,0,Man City,Draw,Draw,W,2,W,L,3,0,2,0,5,0,5.22763,2.02632,5.35737,1.69474,5
Newcastle,Fulham,31-08-2013,Newcastle,Fulham,1-0,0-0,1,0,0,0,Newcastle,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.47167,3.00810,3.78333,2.25911,4
Norwich,Southampton,31-08-2013,Norwich,Southampton,1-0,0-0,1,0,0,0,Norwich,Draw,Draw,W,2,W,L,3,0,1,0,4,0,2.27368,3.30000,2.76842,3.13725,4
Southampton,Norwich,31-08-2013,Norwich,Southampton,1-0,0-0,1,0,0,0,Norwich,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.30000,2.27368,2.76842,3.13725,-4
Stoke,West Ham,31-08-2013,West Ham,Stoke,0-1,0-0,0,1,0,0,Stoke,Draw,Draw,W,2,L,W,0,8,0,1,0,9,2.95148,3.20641,3.37500,2.46774,9
Sunderland,Crystal Palace,31-08-2013,Crystal Palace,Sunderland,3-1,1-0,3,1,1,0,Crystal Palace,Crystal Palace,Yes,L,0,W,L,3,0,7,0,10,0,2.46805,2.77273,2.64545,2.35714,-10
West Ham,Stoke,31-08-2013,West Ham,Stoke,0-1,0-0,0,1,0,0,Stoke,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.20641,2.95148,3.37500,2.46774,-9
Arsenal,Tottenham,01-09-2013,Arsenal,Tottenham,1-0,1-0,1,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,6,0,9,0,6.11391,4.57396,5.85799,4.36391,9
Liverpool,Man United,01-09-2013,Liverpool,Man United,1-0,1-0,1,0,1,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,6,0,9,0,5.61095,6.81657,5.39349,7.06805,9
Man United,Liverpool,01-09-2013,Liverpool,Man United,1-0,1-0,1,0,1,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,6,0,9,0,6.81657,5.61095,5.39349,7.06805,-9
Swansea,West Brom,01-09-2013,West Brom,Swansea,0-2,0-1,0,2,0,1,Swansea,Swansea,Yes,W,2,L,W,0,8,0,7,0,15,3.13566,2.36830,2.55357,3.08527,15
Tottenham,Arsenal,01-09-2013,Arsenal,Tottenham,1-0,1-0,1,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,6,0,9,0,4.57396,6.11391,5.85799,4.36391,-9
West Brom,Swansea,01-09-2013,West Brom,Swansea,0-2,0-1,0,2,0,1,Swansea,Swansea,Yes,L,0,L,W,0,8,0,7,0,15,2.36830,3.13566,2.55357,3.08527,-15
Arsenal,Sunderland,14-09-2013,Sunderland,Arsenal,1-3,0-1,1,3,0,1,Arsenal,Arsenal,Yes,W,2,L,W,0,8,0,7,0,15,6.11391,2.46805,2.57895,6.36982,15
Aston Villa,Newcastle,14-09-2013,Aston Villa,Newcastle,1-2,0-1,1,2,0,1,Newcastle,Newcastle,Yes,L,0,L,W,0,8,0,6,0,14,3.27303,3.47167,3.15132,3.16000,-14
Cardiff,Hull,14-09-2013,Hull,Cardiff,1-1,1-0,1,1,1,0,Draw,Hull,No,D,1,D,D,1,1,0,0,1,1,1.39474,2.02632,2.35789,1.15789,0
Chelsea,Everton,14-09-2013,Everton,Chelsea,1-0,1-0,1,0,1,0,Everton,Everton,Yes,L,0,W,L,3,0,6,0,9,0,6.53550,3.77663,4.08876,6.99408,-9
Crystal Palace,Man United,14-09-2013,Man United,Crystal Palace,2-0,1-0,2,0,1,0,Man United,Man United,Yes,L,0,W,L,3,0,7,0,10,0,2.77273,6.81657,6.56509,2.90000,-10
Everton,Chelsea,14-09-2013,Everton,Chelsea,1-0,1-0,1,0,1,0,Everton,Everton,Yes,W,2,W,L,3,0,6,0,9,0,3.77663,6.53550,4.08876,6.99408,9
Fulham,West Brom,14-09-2013,Fulham,West Brom,1-1,1-0,1,1,1,0,Draw,Fulham,No,D,1,D,D,1,1,0,0,1,1,3.00810,2.36830,3.75709,2.18304,0
Hull,Cardiff,14-09-2013,Hull,Cardiff,1-1,1-0,1,1,1,0,Draw,Hull,No,D,1,D,D,1,1,0,0,1,1,2.02632,1.39474,2.35789,1.15789,0
Man City,Stoke,14-09-2013,Stoke,Man City,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,2.95148,3.43784,5.09748,0
Man United,Crystal Palace,14-09-2013,Man United,Crystal Palace,2-0,1-0,2,0,1,0,Man United,Man United,Yes,W,2,W,L,3,0,7,0,10,0,6.81657,2.77273,6.56509,2.90000,10
Newcastle,Aston Villa,14-09-2013,Aston Villa,Newcastle,1-2,0-1,1,2,0,1,Newcastle,Newcastle,Yes,W,2,L,W,0,8,0,6,0,14,3.47167,3.27303,3.15132,3.16000,14
Norwich,Tottenham,14-09-2013,Tottenham,Norwich,2-0,1-0,2,0,1,0,Tottenham,Tottenham,Yes,L,0,W,L,3,0,7,0,10,0,2.27368,4.57396,4.78402,1.77895,-10
Stoke,Man City,14-09-2013,Stoke,Man City,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.95148,5.22763,3.43784,5.09748,0
Sunderland,Arsenal,14-09-2013,Sunderland,Arsenal,1-3,0-1,1,3,0,1,Arsenal,Arsenal,Yes,L,0,L,W,0,8,0,7,0,15,2.46805,6.11391,2.57895,6.36982,-15
Tottenham,Norwich,14-09-2013,Tottenham,Norwich,2-0,1-0,2,0,1,0,Tottenham,Tottenham,Yes,W,2,W,L,3,0,7,0,10,0,4.57396,2.27368,4.78402,1.77895,10
West Brom,Fulham,14-09-2013,Fulham,West Brom,1-1,1-0,1,1,1,0,Draw,Fulham,No,D,1,D,D,1,1,0,0,1,1,2.36830,3.00810,3.75709,2.18304,0
Southampton,West Ham,15-09-2013,Southampton,West Ham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.30000,3.20641,3.46117,3.03901,0
West Ham,Southampton,15-09-2013,Southampton,West Ham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.20641,3.30000,3.46117,3.03901,0
Liverpool,Swansea,16-09-2013,Swansea,Liverpool,2-2,1-2,2,2,1,2,Draw,Liverpool,No,D,1,D,D,1,1,0,0,1,1,5.61095,3.13566,3.18605,5.82840,0
Swansea,Liverpool,16-09-2013,Swansea,Liverpool,2-2,1-2,2,2,1,2,Draw,Liverpool,No,D,1,D,D,1,1,0,0,1,1,3.13566,5.61095,3.18605,5.82840,0
Aston Villa,Norwich,21-09-2013,Norwich,Aston Villa,0-1,0-1,0,1,0,1,Aston Villa,Aston Villa,Yes,W,2,L,W,0,8,0,6,0,14,3.27303,2.27368,2.76842,3.39474,14
Chelsea,Fulham,21-09-2013,Chelsea,Fulham,2-0,0-0,2,0,0,0,Chelsea,Draw,Draw,W,2,W,L,3,0,2,0,5,0,6.53550,3.00810,6.07692,2.25911,5
Everton,West Ham,21-09-2013,West Ham,Everton,2-3,1-0,2,3,1,0,Everton,West Ham,No,W,2,L,W,0,8,0,1,0,9,3.77663,3.20641,3.37500,3.46450,9
Fulham,Chelsea,21-09-2013,Chelsea,Fulham,2-0,0-0,2,0,0,0,Chelsea,Draw,Draw,L,0,W,L,3,0,2,0,5,0,3.00810,6.53550,6.07692,2.25911,-5
Hull,Newcastle,21-09-2013,Newcastle,Hull,2-3,2-1,2,3,2,1,Hull,Newcastle,No,W,2,L,W,0,8,0,1,0,9,2.02632,3.47167,3.78333,1.69474,9
Liverpool,Southampton,21-09-2013,Liverpool,Southampton,0-1,0-0,0,1,0,0,Southampton,Draw,Draw,L,0,L,W,0,8,0,1,0,9,5.61095,3.30000,5.39349,3.13725,-9
Newcastle,Hull,21-09-2013,Newcastle,Hull,2-3,2-1,2,3,2,1,Hull,Newcastle,No,L,0,L,W,0,8,0,1,0,9,3.47167,2.02632,3.78333,1.69474,-9
Norwich,Aston Villa,21-09-2013,Norwich,Aston Villa,0-1,0-1,0,1,0,1,Aston Villa,Aston Villa,Yes,L,0,L,W,0,8,0,6,0,14,2.27368,3.27303,2.76842,3.39474,-14
Southampton,Liverpool,21-09-2013,Liverpool,Southampton,0-1,0-0,0,1,0,0,Southampton,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.30000,5.61095,5.39349,3.13725,9
Sunderland,West Brom,21-09-2013,West Brom,Sunderland,3-0,1-0,3,0,1,0,West Brom,West Brom,Yes,L,0,W,L,3,0,8,0,11,0,2.46805,2.36830,2.55357,2.35714,-11
West Brom,Sunderland,21-09-2013,West Brom,Sunderland,3-0,1-0,3,0,1,0,West Brom,West Brom,Yes,W,2,W,L,3,0,8,0,11,0,2.36830,2.46805,2.55357,2.35714,11
West Ham,Everton,21-09-2013,West Ham,Everton,2-3,1-0,2,3,1,0,Everton,West Ham,No,L,0,L,W,0,8,0,1,0,9,3.20641,3.77663,3.37500,3.46450,-9
Arsenal,Stoke,22-09-2013,Arsenal,Stoke,3-1,2-1,3,1,2,1,Arsenal,Arsenal,Yes,W,2,W,L,3,0,7,0,10,0,6.11391,2.95148,5.85799,2.46774,10
Cardiff,Tottenham,22-09-2013,Cardiff,Tottenham,0-1,0-0,0,1,0,0,Tottenham,Draw,Draw,L,0,L,W,0,8,0,1,0,9,1.39474,4.57396,1.63158,4.36391,-9
Crystal Palace,Swansea,22-09-2013,Crystal Palace,Swansea,0-2,0-1,0,2,0,1,Swansea,Swansea,Yes,L,0,L,W,0,8,0,7,0,15,2.77273,3.13566,2.64545,3.08527,-15
Man City,Man United,22-09-2013,Man City,Man United,4-1,2-0,4,1,2,0,Man City,Man City,Yes,W,2,W,L,3,0,8,0,11,0,5.22763,6.81657,5.35737,7.06805,11
Man United,Man City,22-09-2013,Man City,Man United,4-1,2-0,4,1,2,0,Man City,Man City,Yes,L,0,W,L,3,0,8,0,11,0,6.81657,5.22763,5.35737,7.06805,-11
Stoke,Arsenal,22-09-2013,Arsenal,Stoke,3-1,2-1,3,1,2,1,Arsenal,Arsenal,Yes,L,0,W,L,3,0,7,0,10,0,2.95148,6.11391,5.85799,2.46774,-10
Swansea,Crystal Palace,22-09-2013,Crystal Palace,Swansea,0-2,0-1,0,2,0,1,Swansea,Swansea,Yes,W,2,L,W,0,8,0,7,0,15,3.13566,2.77273,2.64545,3.08527,15
Tottenham,Cardiff,22-09-2013,Cardiff,Tottenham,0-1,0-0,0,1,0,0,Tottenham,Draw,Draw,W,2,L,W,0,8,0,1,0,9,4.57396,1.39474,1.63158,4.36391,9
Arsenal,Swansea,28-09-2013,Swansea,Arsenal,1-2,0-0,1,2,0,0,Arsenal,Draw,Draw,W,2,L,W,0,8,0,1,0,9,6.11391,3.13566,3.18605,6.36982,9
Aston Villa,Man City,28-09-2013,Aston Villa,Man City,3-2,0-1,3,2,0,1,Aston Villa,Man City,No,W,2,W,L,3,0,1,0,4,0,3.27303,5.22763,3.15132,5.09748,4
Cardiff,Fulham,28-09-2013,Fulham,Cardiff,1-2,1-1,1,2,1,1,Cardiff,Draw,Draw,W,2,L,W,0,8,0,1,0,9,1.39474,3.00810,3.75709,1.15789,9
Chelsea,Tottenham,28-09-2013,Tottenham,Chelsea,1-1,1-0,1,1,1,0,Draw,Tottenham,No,D,1,D,D,1,1,0,0,1,1,6.53550,4.57396,4.78402,6.99408,0
Crystal Palace,Southampton,28-09-2013,Southampton,Crystal Palace,2-0,0-0,2,0,0,0,Southampton,Draw,Draw,L,0,W,L,3,0,2,0,5,0,2.77273,3.30000,3.46117,2.90000,-5
Fulham,Cardiff,28-09-2013,Fulham,Cardiff,1-2,1-1,1,2,1,1,Cardiff,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.00810,1.39474,3.75709,1.15789,-9
Hull,West Ham,28-09-2013,Hull,West Ham,1-0,1-0,1,0,1,0,Hull,Hull,Yes,W,2,W,L,3,0,6,0,9,0,2.02632,3.20641,2.35789,3.03901,9
Man City,Aston Villa,28-09-2013,Aston Villa,Man City,3-2,0-1,3,2,0,1,Aston Villa,Man City,No,L,0,W,L,3,0,1,0,4,0,5.22763,3.27303,3.15132,5.09748,-4
Man United,West Brom,28-09-2013,Man United,West Brom,1-2,0-0,1,2,0,0,West Brom,Draw,Draw,L,0,L,W,0,8,0,1,0,9,6.81657,2.36830,6.56509,2.18304,-9
Southampton,Crystal Palace,28-09-2013,Southampton,Crystal Palace,2-0,0-0,2,0,0,0,Southampton,Draw,Draw,W,2,W,L,3,0,2,0,5,0,3.30000,2.77273,3.46117,2.90000,5
Swansea,Arsenal,28-09-2013,Swansea,Arsenal,1-2,0-0,1,2,0,0,Arsenal,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.13566,6.11391,3.18605,6.36982,-9
Tottenham,Chelsea,28-09-2013,Tottenham,Chelsea,1-1,1-0,1,1,1,0,Draw,Tottenham,No,D,1,D,D,1,1,0,0,1,1,4.57396,6.53550,4.78402,6.99408,0
West Brom,Man United,28-09-2013,Man United,West Brom,1-2,0-0,1,2,0,0,West Brom,Draw,Draw,W,2,L,W,0,8,0,1,0,9,2.36830,6.81657,6.56509,2.18304,9
West Ham,Hull,28-09-2013,Hull,West Ham,1-0,1-0,1,0,1,0,Hull,Hull,Yes,L,0,W,L,3,0,6,0,9,0,3.20641,2.02632,2.35789,3.03901,-9
Liverpool,Sunderland,29-09-2013,Sunderland,Liverpool,1-3,0-2,1,3,0,2,Liverpool,Liverpool,Yes,W,2,L,W,0,8,0,7,0,15,5.61095,2.46805,2.57895,5.82840,15
Norwich,Stoke,29-09-2013,Stoke,Norwich,0-1,0-1,0,1,0,1,Norwich,Norwich,Yes,W,2,L,W,0,8,0,6,0,14,2.27368,2.95148,3.43784,1.77895,14
Stoke,Norwich,29-09-2013,Stoke,Norwich,0-1,0-1,0,1,0,1,Norwich,Norwich,Yes,L,0,L,W,0,8,0,6,0,14,2.95148,2.27368,3.43784,1.77895,-14
Sunderland,Liverpool,29-09-2013,Sunderland,Liverpool,1-3,0-2,1,3,0,2,Liverpool,Liverpool,Yes,L,0,L,W,0,8,0,7,0,15,2.46805,5.61095,2.57895,5.82840,-15
Everton,Newcastle,30-09-2013,Everton,Newcastle,3-2,3-0,3,2,3,0,Everton,Everton,Yes,W,2,W,L,3,0,6,0,9,0,3.77663,3.47167,4.08876,3.16000,9
Newcastle,Everton,30-09-2013,Everton,Newcastle,3-2,3-0,3,2,3,0,Everton,Everton,Yes,L,0,W,L,3,0,6,0,9,0,3.47167,3.77663,4.08876,3.16000,-9
Aston Villa,Hull,05-10-2013,Hull,Aston Villa,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.27303,2.02632,2.35789,3.39474,0
Cardiff,Newcastle,05-10-2013,Cardiff,Newcastle,1-2,0-2,1,2,0,2,Newcastle,Newcastle,Yes,L,0,L,W,0,8,0,6,0,14,1.39474,3.47167,1.63158,3.16000,-14
Crystal Palace,Liverpool,05-10-2013,Liverpool,Crystal Palace,3-1,3-0,3,1,3,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,7,0,10,0,2.77273,5.61095,5.39349,2.90000,-10
Everton,Man City,05-10-2013,Man City,Everton,3-1,2-1,3,1,2,1,Man City,Man City,Yes,L,0,W,L,3,0,7,0,10,0,3.77663,5.22763,5.35737,3.46450,-10
Fulham,Stoke,05-10-2013,Fulham,Stoke,1-0,0-0,1,0,0,0,Fulham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.00810,2.95148,3.75709,2.46774,4
Hull,Aston Villa,05-10-2013,Hull,Aston Villa,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.02632,3.27303,2.35789,3.39474,0
Liverpool,Crystal Palace,05-10-2013,Liverpool,Crystal Palace,3-1,3-0,3,1,3,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,7,0,10,0,5.61095,2.77273,5.39349,2.90000,10
Man City,Everton,05-10-2013,Man City,Everton,3-1,2-1,3,1,2,1,Man City,Man City,Yes,W,2,W,L,3,0,7,0,10,0,5.22763,3.77663,5.35737,3.46450,10
Man United,Sunderland,05-10-2013,Sunderland,Man United,1-2,1-0,1,2,1,0,Man United,Sunderland,No,W,2,L,W,0,8,0,1,0,9,6.81657,2.46805,2.57895,7.06805,9
Newcastle,Cardiff,05-10-2013,Cardiff,Newcastle,1-2,0-2,1,2,0,2,Newcastle,Newcastle,Yes,W,2,L,W,0,8,0,6,0,14,3.47167,1.39474,1.63158,3.16000,14
Stoke,Fulham,05-10-2013,Fulham,Stoke,1-0,0-0,1,0,0,0,Fulham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.95148,3.00810,3.75709,2.46774,-4
Sunderland,Man United,05-10-2013,Sunderland,Man United,1-2,1-0,1,2,1,0,Man United,Sunderland,No,L,0,L,W,0,8,0,1,0,9,2.46805,6.81657,2.57895,7.06805,-9
Arsenal,West Brom,06-10-2013,West Brom,Arsenal,1-1,1-0,1,1,1,0,Draw,West Brom,No,D,1,D,D,1,1,0,0,1,1,6.11391,2.36830,2.55357,6.36982,0
Chelsea,Norwich,06-10-2013,Norwich,Chelsea,1-3,0-1,1,3,0,1,Chelsea,Chelsea,Yes,W,2,L,W,0,8,0,7,0,15,6.53550,2.27368,2.76842,6.99408,15
Norwich,Chelsea,06-10-2013,Norwich,Chelsea,1-3,0-1,1,3,0,1,Chelsea,Chelsea,Yes,L,0,L,W,0,8,0,7,0,15,2.27368,6.53550,2.76842,6.99408,-15
Southampton,Swansea,06-10-2013,Southampton,Swansea,2-0,1-0,2,0,1,0,Southampton,Southampton,Yes,W,2,W,L,3,0,7,0,10,0,3.30000,3.13566,3.46117,3.08527,10
Swansea,Southampton,06-10-2013,Southampton,Swansea,2-0,1-0,2,0,1,0,Southampton,Southampton,Yes,L,0,W,L,3,0,7,0,10,0,3.13566,3.30000,3.46117,3.08527,-10
Tottenham,West Ham,06-10-2013,Tottenham,West Ham,0-3,0-0,0,3,0,0,West Ham,Draw,Draw,L,0,L,W,0,8,0,3,0,11,4.57396,3.20641,4.78402,3.03901,-11
West Brom,Arsenal,06-10-2013,West Brom,Arsenal,1-1,1-0,1,1,1,0,Draw,West Brom,No,D,1,D,D,1,1,0,0,1,1,2.36830,6.11391,2.55357,6.36982,0
West Ham,Tottenham,06-10-2013,Tottenham,West Ham,0-3,0-0,0,3,0,0,West Ham,Draw,Draw,W,2,L,W,0,8,0,3,0,11,3.20641,4.57396,4.78402,3.03901,11
Arsenal,Norwich,19-10-2013,Arsenal,Norwich,4-1,1-0,4,1,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,8,0,11,0,6.11391,2.27368,5.85799,1.77895,11
Cardiff,Chelsea,19-10-2013,Chelsea,Cardiff,4-1,1-1,4,1,1,1,Chelsea,Draw,Draw,L,0,W,L,3,0,3,0,6,0,1.39474,6.53550,6.07692,1.15789,-6
Chelsea,Cardiff,19-10-2013,Chelsea,Cardiff,4-1,1-1,4,1,1,1,Chelsea,Draw,Draw,W,2,W,L,3,0,3,0,6,0,6.53550,1.39474,6.07692,1.15789,6
Everton,Hull,19-10-2013,Everton,Hull,2-1,1-1,2,1,1,1,Everton,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.77663,2.02632,4.08876,1.69474,4
Hull,Everton,19-10-2013,Everton,Hull,2-1,1-1,2,1,1,1,Everton,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.02632,3.77663,4.08876,1.69474,-4
Liverpool,Newcastle,19-10-2013,Newcastle,Liverpool,2-2,1-1,2,2,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.61095,3.47167,3.78333,5.82840,0
Man City,West Ham,19-10-2013,West Ham,Man City,1-3,0-1,1,3,0,1,Man City,Man City,Yes,W,2,L,W,0,8,0,7,0,15,5.22763,3.20641,3.37500,5.09748,15
Man United,Southampton,19-10-2013,Man United,Southampton,1-1,1-0,1,1,1,0,Draw,Man United,No,D,1,D,D,1,1,0,0,1,1,6.81657,3.30000,6.56509,3.13725,0
Newcastle,Liverpool,19-10-2013,Newcastle,Liverpool,2-2,1-1,2,2,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.47167,5.61095,3.78333,5.82840,0
Norwich,Arsenal,19-10-2013,Arsenal,Norwich,4-1,1-0,4,1,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,8,0,11,0,2.27368,6.11391,5.85799,1.77895,-11
Southampton,Man United,19-10-2013,Man United,Southampton,1-1,1-0,1,1,1,0,Draw,Man United,No,D,1,D,D,1,1,0,0,1,1,3.30000,6.81657,6.56509,3.13725,0
