Team Name,Against Team,Date,Home Team,Away Team,FT,HT,HTFT,ATFT,HTHT,ATHT,Result,Half-Time Result,Half-Time leading team Win?,MainTeamW_L,MainTeamW_LBin,HTWL,ATWL,HTWS,ATWS,HTBS,ATBS,HTTR,ATTR,Grouped Team Rating,Against Team Rating,Home Team Rating,Away Team Rating,MatchFixtureRating
Stoke,West Brom,19-10-2013,Stoke,West Brom,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.95148,2.36830,3.43784,2.18304,0
Sunderland,Swansea,19-10-2013,Swansea,Sunderland,4-0,0-0,4,0,0,0,Swansea,Draw,Draw,L,0,W,L,3,0,4,0,7,0,2.46805,3.13566,3.18605,2.35714,-7
Swansea,Sunderland,19-10-2013,Swansea,Sunderland,4-0,0-0,4,0,0,0,Swansea,Draw,Draw,W,2,W,L,3,0,4,0,7,0,3.13566,2.46805,3.18605,2.35714,7
West Brom,Stoke,19-10-2013,Stoke,West Brom,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.36830,2.95148,3.43784,2.18304,0
West Ham,Man City,19-10-2013,West Ham,Man City,1-3,0-1,1,3,0,1,Man City,Man City,Yes,L,0,L,W,0,8,0,7,0,15,3.20641,5.22763,3.37500,5.09748,-15
Aston Villa,Tottenham,20-10-2013,Aston Villa,Tottenham,0-2,0-1,0,2,0,1,Tottenham,Tottenham,Yes,L,0,L,W,0,8,0,7,0,15,3.27303,4.57396,3.15132,4.36391,-15
Tottenham,Aston Villa,20-10-2013,Aston Villa,Tottenham,0-2,0-1,0,2,0,1,Tottenham,Tottenham,Yes,W,2,L,W,0,8,0,7,0,15,4.57396,3.27303,3.15132,4.36391,15
Crystal Palace,Fulham,21-10-2013,Crystal Palace,Fulham,1-4,1-2,1,4,1,2,Fulham,Fulham,Yes,L,0,L,W,0,8,0,8,0,16,2.77273,3.00810,2.64545,2.25911,-16
Fulham,Crystal Palace,21-10-2013,Crystal Palace,Fulham,1-4,1-2,1,4,1,2,Fulham,Fulham,Yes,W,2,L,W,0,8,0,8,0,16,3.00810,2.77273,2.64545,2.25911,16
Arsenal,Crystal Palace,26-10-2013,Crystal Palace,Arsenal,0-2,0-0,0,2,0,0,Arsenal,Draw,Draw,W,2,L,W,0,8,0,2,0,10,6.11391,2.77273,2.64545,6.36982,10
Aston Villa,Everton,26-10-2013,Aston Villa,Everton,0-2,0-0,0,2,0,0,Everton,Draw,Draw,L,0,L,W,0,8,0,2,0,10,3.27303,3.77663,3.15132,3.46450,-10
Cardiff,Norwich,26-10-2013,Norwich,Cardiff,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.39474,2.27368,2.76842,1.15789,0
Crystal Palace,Arsenal,26-10-2013,Crystal Palace,Arsenal,0-2,0-0,0,2,0,0,Arsenal,Draw,Draw,L,0,L,W,0,8,0,2,0,10,2.77273,6.11391,2.64545,6.36982,-10
Everton,Aston Villa,26-10-2013,Aston Villa,Everton,0-2,0-0,0,2,0,0,Everton,Draw,Draw,W,2,L,W,0,8,0,2,0,10,3.77663,3.27303,3.15132,3.46450,10
Fulham,Southampton,26-10-2013,Southampton,Fulham,2-0,2-0,2,0,2,0,Southampton,Southampton,Yes,L,0,W,L,3,0,7,0,10,0,3.00810,3.30000,3.46117,2.25911,-10
Liverpool,West Brom,26-10-2013,Liverpool,West Brom,4-1,2-0,4,1,2,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,8,0,11,0,5.61095,2.36830,5.39349,2.18304,11
Man United,Stoke,26-10-2013,Man United,Stoke,3-2,1-2,3,2,1,2,Man United,Stoke,No,W,2,W,L,3,0,1,0,4,0,6.81657,2.95148,6.56509,2.46774,4
Norwich,Cardiff,26-10-2013,Norwich,Cardiff,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.27368,1.39474,2.76842,1.15789,0
Southampton,Fulham,26-10-2013,Southampton,Fulham,2-0,2-0,2,0,2,0,Southampton,Southampton,Yes,W,2,W,L,3,0,7,0,10,0,3.30000,3.00810,3.46117,2.25911,10
Stoke,Man United,26-10-2013,Man United,Stoke,3-2,1-2,3,2,1,2,Man United,Stoke,No,L,0,W,L,3,0,1,0,4,0,2.95148,6.81657,6.56509,2.46774,-4
West Brom,Liverpool,26-10-2013,Liverpool,West Brom,4-1,2-0,4,1,2,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,8,0,11,0,2.36830,5.61095,5.39349,2.18304,-11
Chelsea,Man City,27-10-2013,Chelsea,Man City,2-1,1-0,2,1,1,0,Chelsea,Chelsea,Yes,W,2,W,L,3,0,6,0,9,0,6.53550,5.22763,6.07692,5.09748,9
Hull,Tottenham,27-10-2013,Tottenham,Hull,1-0,0-0,1,0,0,0,Tottenham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.02632,4.57396,4.78402,1.69474,-4
Man City,Chelsea,27-10-2013,Chelsea,Man City,2-1,1-0,2,1,1,0,Chelsea,Chelsea,Yes,L,0,W,L,3,0,6,0,9,0,5.22763,6.53550,6.07692,5.09748,-9
Newcastle,Sunderland,27-10-2013,Sunderland,Newcastle,2-1,1-0,2,1,1,0,Sunderland,Sunderland,Yes,L,0,W,L,3,0,6,0,9,0,3.47167,2.46805,2.57895,3.16000,-9
Sunderland,Newcastle,27-10-2013,Sunderland,Newcastle,2-1,1-0,2,1,1,0,Sunderland,Sunderland,Yes,W,2,W,L,3,0,6,0,9,0,2.46805,3.47167,2.57895,3.16000,9
Swansea,West Ham,27-10-2013,Swansea,West Ham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.13566,3.20641,3.18605,3.03901,0
Tottenham,Hull,27-10-2013,Tottenham,Hull,1-0,0-0,1,0,0,0,Tottenham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,4.57396,2.02632,4.78402,1.69474,4
West Ham,Swansea,27-10-2013,Swansea,West Ham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.20641,3.13566,3.18605,3.03901,0
Arsenal,Liverpool,02-11-2013,Arsenal,Liverpool,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,7,0,10,0,6.11391,5.61095,5.85799,5.82840,10
Aston Villa,West Ham,02-11-2013,West Ham,Aston Villa,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.27303,3.20641,3.37500,3.39474,0
Chelsea,Newcastle,02-11-2013,Newcastle,Chelsea,2-0,0-0,2,0,0,0,Newcastle,Draw,Draw,L,0,W,L,3,0,2,0,5,0,6.53550,3.47167,3.78333,6.99408,-5
Crystal Palace,West Brom,02-11-2013,West Brom,Crystal Palace,2-0,1-0,2,0,1,0,West Brom,West Brom,Yes,L,0,W,L,3,0,7,0,10,0,2.77273,2.36830,2.55357,2.90000,-10
Fulham,Man United,02-11-2013,Fulham,Man United,1-3,0-3,1,3,0,3,Man United,Man United,Yes,L,0,L,W,0,8,0,7,0,15,3.00810,6.81657,3.75709,7.06805,-15
Hull,Sunderland,02-11-2013,Hull,Sunderland,1-0,1-0,1,0,1,0,Hull,Hull,Yes,W,2,W,L,3,0,6,0,9,0,2.02632,2.46805,2.35789,2.35714,9
Liverpool,Arsenal,02-11-2013,Arsenal,Liverpool,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,7,0,10,0,5.61095,6.11391,5.85799,5.82840,-10
Man City,Norwich,02-11-2013,Man City,Norwich,7-0,4-0,7,0,4,0,Man City,Man City,Yes,W,2,W,L,3,0,10,0,13,0,5.22763,2.27368,5.35737,1.77895,13
Man United,Fulham,02-11-2013,Fulham,Man United,1-3,0-3,1,3,0,3,Man United,Man United,Yes,W,2,L,W,0,8,0,7,0,15,6.81657,3.00810,3.75709,7.06805,15
Newcastle,Chelsea,02-11-2013,Newcastle,Chelsea,2-0,0-0,2,0,0,0,Newcastle,Draw,Draw,W,2,W,L,3,0,2,0,5,0,3.47167,6.53550,3.78333,6.99408,5
Norwich,Man City,02-11-2013,Man City,Norwich,7-0,4-0,7,0,4,0,Man City,Man City,Yes,L,0,W,L,3,0,10,0,13,0,2.27368,5.22763,5.35737,1.77895,-13
Southampton,Stoke,02-11-2013,Stoke,Southampton,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.30000,2.95148,3.43784,3.13725,0
Stoke,Southampton,02-11-2013,Stoke,Southampton,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.95148,3.30000,3.43784,3.13725,0
Sunderland,Hull,02-11-2013,Hull,Sunderland,1-0,1-0,1,0,1,0,Hull,Hull,Yes,L,0,W,L,3,0,6,0,9,0,2.46805,2.02632,2.35789,2.35714,-9
West Brom,Crystal Palace,02-11-2013,West Brom,Crystal Palace,2-0,1-0,2,0,1,0,West Brom,West Brom,Yes,W,2,W,L,3,0,7,0,10,0,2.36830,2.77273,2.55357,2.90000,10
West Ham,Aston Villa,02-11-2013,West Ham,Aston Villa,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.20641,3.27303,3.37500,3.39474,0
Cardiff,Swansea,03-11-2013,Cardiff,Swansea,1-0,0-0,1,0,0,0,Cardiff,Draw,Draw,W,2,W,L,3,0,1,0,4,0,1.39474,3.13566,1.63158,3.08527,4
Everton,Tottenham,03-11-2013,Everton,Tottenham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.77663,4.57396,4.08876,4.36391,0
Swansea,Cardiff,03-11-2013,Cardiff,Swansea,1-0,0-0,1,0,0,0,Cardiff,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.13566,1.39474,1.63158,3.08527,-4
Tottenham,Everton,03-11-2013,Everton,Tottenham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,4.57396,3.77663,4.08876,4.36391,0
Aston Villa,Cardiff,09-11-2013,Aston Villa,Cardiff,2-0,0-0,2,0,0,0,Aston Villa,Draw,Draw,W,2,W,L,3,0,2,0,5,0,3.27303,1.39474,3.15132,1.15789,5
Cardiff,Aston Villa,09-11-2013,Aston Villa,Cardiff,2-0,0-0,2,0,0,0,Aston Villa,Draw,Draw,L,0,W,L,3,0,2,0,5,0,1.39474,3.27303,3.15132,1.15789,-5
Chelsea,West Brom,09-11-2013,Chelsea,West Brom,2-2,1-0,2,2,1,0,Draw,Chelsea,No,D,1,D,D,1,1,0,0,1,1,6.53550,2.36830,6.07692,2.18304,0
Crystal Palace,Everton,09-11-2013,Crystal Palace,Everton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.77273,3.77663,2.64545,3.46450,0
Everton,Crystal Palace,09-11-2013,Crystal Palace,Everton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.77663,2.77273,2.64545,3.46450,0
Fulham,Liverpool,09-11-2013,Liverpool,Fulham,4-0,3-0,4,0,3,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,9,0,12,0,3.00810,5.61095,5.39349,2.25911,-12
Hull,Southampton,09-11-2013,Southampton,Hull,4-1,3-0,4,1,3,0,Southampton,Southampton,Yes,L,0,W,L,3,0,8,0,11,0,2.02632,3.30000,3.46117,1.69474,-11
Liverpool,Fulham,09-11-2013,Liverpool,Fulham,4-0,3-0,4,0,3,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,9,0,12,0,5.61095,3.00810,5.39349,2.25911,12
Norwich,West Ham,09-11-2013,Norwich,West Ham,3-1,0-1,3,1,0,1,Norwich,West Ham,No,W,2,W,L,3,0,2,0,5,0,2.27368,3.20641,2.76842,3.03901,5
Southampton,Hull,09-11-2013,Southampton,Hull,4-1,3-0,4,1,3,0,Southampton,Southampton,Yes,W,2,W,L,3,0,8,0,11,0,3.30000,2.02632,3.46117,1.69474,11
West Brom,Chelsea,09-11-2013,Chelsea,West Brom,2-2,1-0,2,2,1,0,Draw,Chelsea,No,D,1,D,D,1,1,0,0,1,1,2.36830,6.53550,6.07692,2.18304,0
West Ham,Norwich,09-11-2013,Norwich,West Ham,3-1,0-1,3,1,0,1,Norwich,West Ham,No,L,0,W,L,3,0,2,0,5,0,3.20641,2.27368,2.76842,3.03901,-5
Arsenal,Man United,10-11-2013,Man United,Arsenal,1-0,1-0,1,0,1,0,Man United,Man United,Yes,L,0,W,L,3,0,6,0,9,0,6.11391,6.81657,6.56509,6.36982,-9
Man City,Sunderland,10-11-2013,Sunderland,Man City,1-0,1-0,1,0,1,0,Sunderland,Sunderland,Yes,L,0,W,L,3,0,6,0,9,0,5.22763,2.46805,2.57895,5.09748,-9
Man United,Arsenal,10-11-2013,Man United,Arsenal,1-0,1-0,1,0,1,0,Man United,Man United,Yes,W,2,W,L,3,0,6,0,9,0,6.81657,6.11391,6.56509,6.36982,9
Newcastle,Tottenham,10-11-2013,Tottenham,Newcastle,0-1,0-1,0,1,0,1,Newcastle,Newcastle,Yes,W,2,L,W,0,8,0,6,0,14,3.47167,4.57396,4.78402,3.16000,14
Stoke,Swansea,10-11-2013,Swansea,Stoke,3-3,0-2,3,3,0,2,Draw,Stoke,No,D,1,D,D,1,1,0,0,1,1,2.95148,3.13566,3.18605,2.46774,0
Sunderland,Man City,10-11-2013,Sunderland,Man City,1-0,1-0,1,0,1,0,Sunderland,Sunderland,Yes,W,2,W,L,3,0,6,0,9,0,2.46805,5.22763,2.57895,5.09748,9
Swansea,Stoke,10-11-2013,Swansea,Stoke,3-3,0-2,3,3,0,2,Draw,Stoke,No,D,1,D,D,1,1,0,0,1,1,3.13566,2.95148,3.18605,2.46774,0
Tottenham,Newcastle,10-11-2013,Tottenham,Newcastle,0-1,0-1,0,1,0,1,Newcastle,Newcastle,Yes,L,0,L,W,0,8,0,6,0,14,4.57396,3.47167,4.78402,3.16000,-14
Arsenal,Southampton,23-11-2013,Arsenal,Southampton,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,7,0,10,0,6.11391,3.30000,5.85799,3.13725,10
Chelsea,West Ham,23-11-2013,West Ham,Chelsea,0-3,0-2,0,3,0,2,Chelsea,Chelsea,Yes,W,2,L,W,0,8,0,8,0,16,6.53550,3.20641,3.37500,6.99408,16
Crystal Palace,Hull,23-11-2013,Hull,Crystal Palace,0-1,0-0,0,1,0,0,Crystal Palace,Draw,Draw,W,2,L,W,0,8,0,1,0,9,2.77273,2.02632,2.35789,2.90000,9
Everton,Liverpool,23-11-2013,Everton,Liverpool,3-3,1-2,3,3,1,2,Draw,Liverpool,No,D,1,D,D,1,1,0,0,1,1,3.77663,5.61095,4.08876,5.82840,0
Fulham,Swansea,23-11-2013,Fulham,Swansea,1-2,0-0,1,2,0,0,Swansea,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.00810,3.13566,3.75709,3.08527,-9
Hull,Crystal Palace,23-11-2013,Hull,Crystal Palace,0-1,0-0,0,1,0,0,Crystal Palace,Draw,Draw,L,0,L,W,0,8,0,1,0,9,2.02632,2.77273,2.35789,2.90000,-9
Liverpool,Everton,23-11-2013,Everton,Liverpool,3-3,1-2,3,3,1,2,Draw,Liverpool,No,D,1,D,D,1,1,0,0,1,1,5.61095,3.77663,4.08876,5.82840,0
Newcastle,Norwich,23-11-2013,Newcastle,Norwich,2-1,2-0,2,1,2,0,Newcastle,Newcastle,Yes,W,2,W,L,3,0,6,0,9,0,3.47167,2.27368,3.78333,1.77895,9
Norwich,Newcastle,23-11-2013,Newcastle,Norwich,2-1,2-0,2,1,2,0,Newcastle,Newcastle,Yes,L,0,W,L,3,0,6,0,9,0,2.27368,3.47167,3.78333,1.77895,-9
Southampton,Arsenal,23-11-2013,Arsenal,Southampton,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,7,0,10,0,3.30000,6.11391,5.85799,3.13725,-10
Stoke,Sunderland,23-11-2013,Stoke,Sunderland,2-0,1-0,2,0,1,0,Stoke,Stoke,Yes,W,2,W,L,3,0,7,0,10,0,2.95148,2.46805,3.43784,2.35714,10
Sunderland,Stoke,23-11-2013,Stoke,Sunderland,2-0,1-0,2,0,1,0,Stoke,Stoke,Yes,L,0,W,L,3,0,7,0,10,0,2.46805,2.95148,3.43784,2.35714,-10
Swansea,Fulham,23-11-2013,Fulham,Swansea,1-2,0-0,1,2,0,0,Swansea,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.13566,3.00810,3.75709,3.08527,9
West Ham,Chelsea,23-11-2013,West Ham,Chelsea,0-3,0-2,0,3,0,2,Chelsea,Chelsea,Yes,L,0,L,W,0,8,0,8,0,16,3.20641,6.53550,3.37500,6.99408,-16
Cardiff,Man United,24-11-2013,Cardiff,Man United,2-2,1-2,2,2,1,2,Draw,Man United,No,D,1,D,D,1,1,0,0,1,1,1.39474,6.81657,1.63158,7.06805,0
Man City,Tottenham,24-11-2013,Man City,Tottenham,6-0,3-0,6,0,3,0,Man City,Man City,Yes,W,2,W,L,3,0,10,0,13,0,5.22763,4.57396,5.35737,4.36391,13
Man United,Cardiff,24-11-2013,Cardiff,Man United,2-2,1-2,2,2,1,2,Draw,Man United,No,D,1,D,D,1,1,0,0,1,1,6.81657,1.39474,1.63158,7.06805,0
Tottenham,Man City,24-11-2013,Man City,Tottenham,6-0,3-0,6,0,3,0,Man City,Man City,Yes,L,0,W,L,3,0,10,0,13,0,4.57396,5.22763,5.35737,4.36391,-13
Aston Villa,West Brom,25-11-2013,West Brom,Aston Villa,2-2,2-0,2,2,2,0,Draw,West Brom,No,D,1,D,D,1,1,0,0,1,1,3.27303,2.36830,2.55357,3.39474,0
West Brom,Aston Villa,25-11-2013,West Brom,Aston Villa,2-2,2-0,2,2,2,0,Draw,West Brom,No,D,1,D,D,1,1,0,0,1,1,2.36830,3.27303,2.55357,3.39474,0
Arsenal,Cardiff,30-11-2013,Cardiff,Arsenal,0-3,0-1,0,3,0,1,Arsenal,Arsenal,Yes,W,2,L,W,0,8,0,8,0,16,6.11391,1.39474,1.63158,6.36982,16
Aston Villa,Sunderland,30-11-2013,Aston Villa,Sunderland,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.27303,2.46805,3.15132,2.35714,0
Cardiff,Arsenal,30-11-2013,Cardiff,Arsenal,0-3,0-1,0,3,0,1,Arsenal,Arsenal,Yes,L,0,L,W,0,8,0,8,0,16,1.39474,6.11391,1.63158,6.36982,-16
Crystal Palace,Norwich,30-11-2013,Norwich,Crystal Palace,1-0,1-0,1,0,1,0,Norwich,Norwich,Yes,L,0,W,L,3,0,6,0,9,0,2.77273,2.27368,2.76842,2.90000,-9
Everton,Stoke,30-11-2013,Everton,Stoke,4-0,1-0,4,0,1,0,Everton,Everton,Yes,W,2,W,L,3,0,9,0,12,0,3.77663,2.95148,4.08876,2.46774,12
Fulham,West Ham,30-11-2013,West Ham,Fulham,3-0,0-0,3,0,0,0,West Ham,Draw,Draw,L,0,W,L,3,0,3,0,6,0,3.00810,3.20641,3.37500,2.25911,-6
Newcastle,West Brom,30-11-2013,Newcastle,West Brom,2-1,1-0,2,1,1,0,Newcastle,Newcastle,Yes,W,2,W,L,3,0,6,0,9,0,3.47167,2.36830,3.78333,2.18304,9
Norwich,Crystal Palace,30-11-2013,Norwich,Crystal Palace,1-0,1-0,1,0,1,0,Norwich,Norwich,Yes,W,2,W,L,3,0,6,0,9,0,2.27368,2.77273,2.76842,2.90000,9
Stoke,Everton,30-11-2013,Everton,Stoke,4-0,1-0,4,0,1,0,Everton,Everton,Yes,L,0,W,L,3,0,9,0,12,0,2.95148,3.77663,4.08876,2.46774,-12
Sunderland,Aston Villa,30-11-2013,Aston Villa,Sunderland,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.46805,3.27303,3.15132,2.35714,0
West Brom,Newcastle,30-11-2013,Newcastle,West Brom,2-1,1-0,2,1,1,0,Newcastle,Newcastle,Yes,L,0,W,L,3,0,6,0,9,0,2.36830,3.47167,3.78333,2.18304,-9
West Ham,Fulham,30-11-2013,West Ham,Fulham,3-0,0-0,3,0,0,0,West Ham,Draw,Draw,W,2,W,L,3,0,3,0,6,0,3.20641,3.00810,3.37500,2.25911,6
Chelsea,Southampton,01-12-2013,Chelsea,Southampton,3-1,0-1,3,1,0,1,Chelsea,Southampton,No,W,2,W,L,3,0,2,0,5,0,6.53550,3.30000,6.07692,3.13725,5
Hull,Liverpool,01-12-2013,Hull,Liverpool,3-1,1-1,3,1,1,1,Hull,Draw,Draw,W,2,W,L,3,0,2,0,5,0,2.02632,5.61095,2.35789,5.82840,5
Liverpool,Hull,01-12-2013,Hull,Liverpool,3-1,1-1,3,1,1,1,Hull,Draw,Draw,L,0,W,L,3,0,2,0,5,0,5.61095,2.02632,2.35789,5.82840,-5
Man City,Swansea,01-12-2013,Man City,Swansea,3-0,1-0,3,0,1,0,Man City,Man City,Yes,W,2,W,L,3,0,8,0,11,0,5.22763,3.13566,5.35737,3.08527,11
Man United,Tottenham,01-12-2013,Tottenham,Man United,2-2,1-1,2,2,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.81657,4.57396,4.78402,7.06805,0
Southampton,Chelsea,01-12-2013,Chelsea,Southampton,3-1,0-1,3,1,0,1,Chelsea,Southampton,No,L,0,W,L,3,0,2,0,5,0,3.30000,6.53550,6.07692,3.13725,-5
Swansea,Man City,01-12-2013,Man City,Swansea,3-0,1-0,3,0,1,0,Man City,Man City,Yes,L,0,W,L,3,0,8,0,11,0,3.13566,5.22763,5.35737,3.08527,-11
Tottenham,Man United,01-12-2013,Tottenham,Man United,2-2,1-1,2,2,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,4.57396,6.81657,4.78402,7.06805,0
Crystal Palace,West Ham,03-12-2013,Crystal Palace,West Ham,1-0,1-0,1,0,1,0,Crystal Palace,Crystal Palace,Yes,W,2,W,L,3,0,6,0,9,0,2.77273,3.20641,2.64545,3.03901,9
West Ham,Crystal Palace,03-12-2013,Crystal Palace,West Ham,1-0,1-0,1,0,1,0,Crystal Palace,Crystal Palace,Yes,L,0,W,L,3,0,6,0,9,0,3.20641,2.77273,2.64545,3.03901,-9
Arsenal,Hull,04-12-2013,Arsenal,Hull,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,7,0,10,0,6.11391,2.02632,5.85799,1.69474,10
Aston Villa,Southampton,04-12-2013,Southampton,Aston Villa,2-3,0-1,2,3,0,1,Aston Villa,Aston Villa,Yes,W,2,L,W,0,8,0,6,0,14,3.27303,3.30000,3.46117,3.39474,14
Cardiff,Stoke,04-12-2013,Stoke,Cardiff,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.39474,2.95148,3.43784,1.15789,0
Chelsea,Sunderland,04-12-2013,Sunderland,Chelsea,3-4,1-2,3,4,1,2,Chelsea,Chelsea,Yes,W,2,L,W,0,8,0,6,0,14,6.53550,2.46805,2.57895,6.99408,14
Everton,Man United,04-12-2013,Man United,Everton,0-1,0-0,0,1,0,0,Everton,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.77663,6.81657,6.56509,3.46450,9
Fulham,Tottenham,04-12-2013,Fulham,Tottenham,1-2,0-0,1,2,0,0,Tottenham,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.00810,4.57396,3.75709,4.36391,-9
Hull,Arsenal,04-12-2013,Arsenal,Hull,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,7,0,10,0,2.02632,6.11391,5.85799,1.69474,-10
Liverpool,Norwich,04-12-2013,Liverpool,Norwich,5-1,3-0,5,1,3,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,9,0,12,0,5.61095,2.27368,5.39349,1.77895,12
Man City,West Brom,04-12-2013,West Brom,Man City,2-3,0-2,2,3,0,2,Man City,Man City,Yes,W,2,L,W,0,8,0,6,0,14,5.22763,2.36830,2.55357,5.09748,14
Man United,Everton,04-12-2013,Man United,Everton,0-1,0-0,0,1,0,0,Everton,Draw,Draw,L,0,L,W,0,8,0,1,0,9,6.81657,3.77663,6.56509,3.46450,-9
Newcastle,Swansea,04-12-2013,Swansea,Newcastle,3-0,1-0,3,0,1,0,Swansea,Swansea,Yes,L,0,W,L,3,0,8,0,11,0,3.47167,3.13566,3.18605,3.16000,-11
Norwich,Liverpool,04-12-2013,Liverpool,Norwich,5-1,3-0,5,1,3,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,9,0,12,0,2.27368,5.61095,5.39349,1.77895,-12
Southampton,Aston Villa,04-12-2013,Southampton,Aston Villa,2-3,0-1,2,3,0,1,Aston Villa,Aston Villa,Yes,L,0,L,W,0,8,0,6,0,14,3.30000,3.27303,3.46117,3.39474,-14
Stoke,Cardiff,04-12-2013,Stoke,Cardiff,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.95148,1.39474,3.43784,1.15789,0
Sunderland,Chelsea,04-12-2013,Sunderland,Chelsea,3-4,1-2,3,4,1,2,Chelsea,Chelsea,Yes,L,0,L,W,0,8,0,6,0,14,2.46805,6.53550,2.57895,6.99408,-14
Swansea,Newcastle,04-12-2013,Swansea,Newcastle,3-0,1-0,3,0,1,0,Swansea,Swansea,Yes,W,2,W,L,3,0,8,0,11,0,3.13566,3.47167,3.18605,3.16000,11
Tottenham,Fulham,04-12-2013,Fulham,Tottenham,1-2,0-0,1,2,0,0,Tottenham,Draw,Draw,W,2,L,W,0,8,0,1,0,9,4.57396,3.00810,3.75709,4.36391,9
West Brom,Man City,04-12-2013,West Brom,Man City,2-3,0-2,2,3,0,2,Man City,Man City,Yes,L,0,L,W,0,8,0,6,0,14,2.36830,5.22763,2.55357,5.09748,-14
Cardiff,Crystal Palace,07-12-2013,Crystal Palace,Cardiff,2-0,1-0,2,0,1,0,Crystal Palace,Crystal Palace,Yes,L,0,W,L,3,0,7,0,10,0,1.39474,2.77273,2.64545,1.15789,-10
Chelsea,Stoke,07-12-2013,Stoke,Chelsea,3-2,1-1,3,2,1,1,Stoke,Draw,Draw,L,0,W,L,3,0,1,0,4,0,6.53550,2.95148,3.43784,6.99408,-4
Crystal Palace,Cardiff,07-12-2013,Crystal Palace,Cardiff,2-0,1-0,2,0,1,0,Crystal Palace,Crystal Palace,Yes,W,2,W,L,3,0,7,0,10,0,2.77273,1.39474,2.64545,1.15789,10
Liverpool,West Ham,07-12-2013,Liverpool,West Ham,4-1,1-0,4,1,1,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,8,0,11,0,5.61095,3.20641,5.39349,3.03901,11
Man City,Southampton,07-12-2013,Southampton,Man City,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,3.30000,3.46117,5.09748,0
Man United,Newcastle,07-12-2013,Man United,Newcastle,0-1,0-0,0,1,0,0,Newcastle,Draw,Draw,L,0,L,W,0,8,0,1,0,9,6.81657,3.47167,6.56509,3.16000,-9
Newcastle,Man United,07-12-2013,Man United,Newcastle,0-1,0-0,0,1,0,0,Newcastle,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.47167,6.81657,6.56509,3.16000,9
Norwich,West Brom,07-12-2013,West Brom,Norwich,0-2,0-1,0,2,0,1,Norwich,Norwich,Yes,W,2,L,W,0,8,0,7,0,15,2.27368,2.36830,2.55357,1.77895,15
